Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1422,Latur,Ahmedpur,Wheat,Other,FAQ,761,825,790,09-Sep-04
1423,Latur,Ahmedpur,Wheat,Other,FAQ,750,850,800,08-Sep-04
1424,Latur,Ahmedpur,Wheat,Other,FAQ,730,800,765,07-Sep-04
1425,Latur,Ahmedpur,Wheat,Other,FAQ,721,870,785,02-Sep-04
1426,Latur,Ahmedpur,Wheat,Other,FAQ,750,830,790,01-Sep-04
1427,Latur,Ahmedpur,Wheat,Other,FAQ,750,850,800,28-Aug-04
1428,Latur,Ahmedpur,Wheat,Other,FAQ,750,850,800,27-Aug-04
1429,Latur,Ahmedpur,Wheat,Other,FAQ,780,820,800,26-Aug-04
1430,Latur,Ahmedpur,Wheat,Other,FAQ,750,850,800,25-Aug-04
1431,Latur,Ahmedpur,Wheat,Other,FAQ,750,850,800,24-Aug-04
1432,Latur,Ahmedpur,Wheat,Other,FAQ,770,861,825,21-Aug-04
1433,Latur,Ahmedpur,Wheat,Other,FAQ,766,882,824,18-Aug-04
1434,Latur,Ahmedpur,Wheat,Other,FAQ,700,735,717,17-Aug-04
1435,Latur,Ahmedpur,Wheat,Other,FAQ,731,841,786,16-Aug-04
1436,Latur,Ahmedpur,Wheat,Other,FAQ,730,870,835,13-Aug-04
1437,Latur,Ahmedpur,Wheat,Other,FAQ,710,745,727,12-Aug-04
1438,Latur,Ahmedpur,Wheat,Other,FAQ,733,815,780,11-Aug-04
1439,Latur,Ahmedpur,Wheat,Other,FAQ,713,850,781,10-Aug-04
1440,Latur,Ahmedpur,Wheat,Other,FAQ,740,860,800,09-Aug-04
1441,Latur,Ahmedpur,Wheat,Other,FAQ,696,871,785,06-Aug-04
1442,Latur,Ahmedpur,Wheat,Other,FAQ,660,801,750,04-Aug-04
1443,Latur,Ahmedpur,Wheat,Other,FAQ,751,851,800,03-Aug-04
1444,Latur,Ahmedpur,Wheat,Other,FAQ,670,880,775,02-Aug-04
